Gauge,Trace,Alarm Name,Type,Threshold
ACC - Rain - Drury @ Turner Road,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Drury @ Turner Road,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Drury @ Turner Road,Rainfall 24 hr window sum,750901_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Drury @ Turner Road,Rainfall 30 min window sum,750901_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Drury @ Turner Road,Rainfall 60 min window sum,750901_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Drury @ Turner Road,Rainfall 12 hr window sum,750901_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Drury @ Turner Road,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Mangere Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.64
ACC - Rain - Mangere Rainfall,Rainfall 7 days window sum,648701_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Mangere Rainfall,10mm Drought Alarm,648701_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Mangere Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Mangere Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Mangere Rainfall,Rainfall 24 hr window sum,648701_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Mangere Rainfall,Rainfall 30 min window sum,648701_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Mangere Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Mangere Rainfall,Rainfall 60 min window sum,648701_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain - Mangere Rainfall,Rainfall 12 hr window sum,648701_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Mangere Rainfall,Rainfall 6 hr window sum,648701_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.64
ACC - Rain - Whangaparaoa Rainfall,10mm Drought Alarm,646813_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Whangaparaoa Rainfall,Rainfall 7 days window sum,646813_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 24 hr window sum,646813_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 6 hr window sum,646813_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 30 min window sum,646813_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 60 min window sum,646813_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain - Whangaparaoa Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 12 hr window sum,646813_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Whangaparaoa Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 7 days window sum,649528_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Piha Rangers Shed Rainfall,10mm Drought Alarm,649528_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Piha Rangers Shed Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 24 hr window sum,649528_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 12 hr window sum,649528_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 6 hr window sum,649528_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 60 min window sum,649528_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 30 min window sum,649528_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Piha Rangers Shed Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Tomarata @ Briens Farm,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Tomarata @ Briens Farm,10mm Drought Alarm,64068001_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Tomarata @ Briens Farm,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Tomarata @ Briens Farm,Rainfall 7 days window sum,64068001_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Tomarata @ Briens Farm,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Piha Wetlands,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Piha Wetlands,Rainfall 7 days window sum,649527_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Piha Wetlands,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Piha Wetlands,10mm Drought Alarm,649527_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Piha Wetlands,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Mangemangeroa @ Reserve,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Mangemangeroa @ Reserve,Rainfall 7 days window sum,649941_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Mangemangeroa @ Reserve,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Mangemangeroa @ Reserve,10mm Drought Alarm,649941_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Mangemangeroa @ Reserve,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Puhinui @ Botanical Gardens,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Puhinui @ Botanical Gardens,Rainfall 7 days window sum,740945_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Puhinui @ Botanical Gardens,10mm Drought Alarm,740945_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Puhinui @ Botanical Gardens,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Puhinui @ Botanical Gardens,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Karaka @ Walters Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.64
ACC - Rain - Karaka @ Walters Road,Rainfall 7 days window sum,741815_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Karaka @ Walters Road,10mm Drought Alarm,741815_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Karaka @ Walters Road,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Karaka @ Walters Road,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Mauku RAWS @ Mauku,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Mauku RAWS @ Mauku,10mm Drought Alarm,742824_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Mauku RAWS @ Mauku,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Mauku RAWS @ Mauku,Rainfall 7 days window sum,742824_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Mauku RAWS @ Mauku,Rainfall 10 min window sum,Greater than 30mm in 10 minutes,Overflow/Max,30.0
ACC - Rain - Clarks Beach @ Golf Course,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Clarks Beach @ Golf Course,10mm Drought Alarm,741712_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Clarks Beach @ Golf Course,Rainfall 7 days window sum,741712_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Clarks Beach @ Golf Course,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Clarks Beach @ Golf Course,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Pakuranga @ College,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Pakuranga @ College,10mm Drought Alarm,649843_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Pakuranga @ College,Rainfall 7 days window sum,649843_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Pakuranga @ College,Rainfall 12 hr window sum,649843_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Pakuranga @ College,Rainfall 60 min window sum,649843_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Pakuranga @ College,Rainfall 24 hr window sum,649843_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Pakuranga @ College,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Pakuranga @ College,Rainfall 30 min window sum,649843_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Pakuranga @ College,Rainfall 6 hr window sum,649843_threshold_alarm,Overflow/Max,50.0
Mangere @ Greenwood Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Oteha @ WWTP (Watercare),Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
